epoch,val_fold,lr,train_loss,train_acc,val_loss,val_acc,rolling_avg,best_rolling_avg
128,2,9.55e-05,1.6814,0.3673,0.5224,0.9002,0.8819,0.8767
129,3,6.18e-05,1.7029,0.3728,0.5375,0.8939,0.8887,0.8819
130,4,3.51e-05,1.6643,0.3669,0.5267,0.8989,0.8940,0.8887
131,0,1.57e-05,1.6979,0.3561,0.5206,0.9017,0.8974,0.8940
132,1,3.94e-06,1.6982,0.3680,0.5102,0.9040,0.8997,0.8974
133,2,1.00e-03,1.7026,0.3840,0.5062,0.9094,0.9016,0.8997
134,3,9.96e-04,1.8117,0.3335,0.7199,0.8183,0.8865,0.9016
135,4,9.84e-04,1.8228,0.3274,0.7010,0.8243,0.8716,0.9016
136,0,9.65e-04,1.8148,0.3271,0.6957,0.8307,0.8574,0.9016
137,1,9.38e-04,1.8740,0.3224,0.6830,0.8360,0.8438,0.9016
138,2,9.05e-04,1.8305,0.3255,0.6500,0.8460,0.8311,0.9016
139,3,8.64e-04,1.7843,0.3476,0.6771,0.8354,0.8345,0.9016
140,4,8.19e-04,1.8288,0.3313,0.6644,0.8372,0.8371,0.9016
141,0,7.68e-04,1.7886,0.3356,0.6221,0.8612,0.8432,0.9016
142,1,7.13e-04,1.7875,0.3458,0.6204,0.8640,0.8488,0.9016
143,2,6.55e-04,1.7612,0.3329,0.5617,0.8830,0.8562,0.9016
144,3,5.94e-04,1.7097,0.3439,0.6045,0.8707,0.8632,0.9016
145,4,5.31e-04,1.7049,0.3459,0.5578,0.8801,0.8718,0.9016
146,0,4.69e-04,1.6983,0.3641,0.5417,0.8940,0.8784,0.9016
147,1,4.06e-04,1.6784,0.3560,0.5259,0.8972,0.8850,0.9016
148,2,3.45e-04,1.6394,0.3912,0.4868,0.9114,0.8907,0.9016
149,3,2.87e-04,1.6507,0.3705,0.5071,0.9029,0.8971,0.9016
150,4,2.32e-04,1.6587,0.3618,0.4839,0.9170,0.9045,0.9016
151,0,1.81e-04,1.6123,0.3745,0.4665,0.9246,0.9106,0.9045
152,1,1.36e-04,1.6323,0.3761,0.4528,0.9327,0.9177,0.9106
153,2,9.55e-05,1.6009,0.3785,0.4296,0.9379,0.9230,0.9177
154,3,6.18e-05,1.5360,0.3959,0.4484,0.9246,0.9273,0.9230
155,4,3.51e-05,1.5603,0.3783,0.4303,0.9314,0.9302,0.9273
